name,sub_name,sub_name_sub,roman,sub_roman
浜田市,はまだし,はまだ,Hamada,Hamada
出雲市,いずもし,いずも,Izumo,Izumo
益田市,ますだし,ますだ,Masuda,Masuda
大田市,おおだし,おおだ,oda,oda
安来市,やすぎし,やすぎ,Yasugi,Yasugi
江津市,ごうつし,ごうつ,Gotsu,Gotu
雲南市,うんなんし,うんなん,Unnan,Unnan
仁多郡,にたぐん,にた,Nita,Nita
奥出雲町,おくいずもちょう,おくいずも,Okuizumo,Okuizumo
飯石郡,いいしぐん,いいし,Iishi,Iisi
飯南町,いいなんちょう,いいなん,Iinan,Iinan
邑智郡,おおちぐん,おおち,ochi,oti
川本町,かわもとまち,かわもと,Kawamoto,Kawamoto
美郷町,みさとちょう,みさと,Misato,Misato
邑南町,おおなんちょう,おおなん,onan,onan
鹿足郡,かのあしぐん,かのあし,Kanoashi,Kanoasi
津和野町,つわのちょう,つわの,Tsuwano,Tuwano
吉賀町,よしかちょう,よしか,Yoshika,Yosika
隠岐郡,おきぐん,おき,Oki,Oki
海士町,あまちょう,あま,Ama,Ama
西ノ島町,にしのしまちょう,にしのしま,Nishinoshima,Nisinosima
知夫村,ちぶむら,ちぶ,Chibu,Tibu
隠岐の島町,おきのしまちょう,おきのしま,Okinoshima,Okinosima
岡山県,おかやまけん,おかやま,Okayama,Okayama
岡山市,おかやまし,おかやま,Okayama,Okayama
北区,きたく,きた,Kita,Kita
中区,なかく,なか,Naka,Naka
東区,ひがしく,ひがし,Higashi,Higasi
南区,みなみく,みなみ,Minami,Minami
倉敷市,くらしきし,くらしき,Kurashiki,Kurasiki
津山市,つやまし,つやま,Tsuyama,Tuyama
玉野市,たまのし,たまの,Tamano,Tamano
笠岡市,かさおかし,かさおか,Kasaoka,Kasaoka
井原市,いばらし,いばら,Ibara,Ibara
総社市,そうじゃし,そうじゃ,Soja,Sozya
高梁市,たかはしし,たかはし,Takahashi,Takahasi
新見市,にいみし,にいみ,Niimi,Niimi
備前市,びぜんし,びぜん,Bizen,Bizen
瀬戸内市,せとうちし,せとうち,Setouchi,Setouti
赤磐市,あかいわし,あかいわ,Akaiwa,Akaiwa
真庭市,まにわし,まにわ,Maniwa,Maniwa
美作市,みまさかし,みまさか,Mimasaka,Mimasaka
浅口市,あさくちし,あさくち,Asakuchi,Asakuti
和気郡,わけぐん,わけ,Wake,Wake
和気町,わけちょう,わけ,Wake,Wake
都窪郡,つくぼぐん,つくぼ,Tsukubo,Tukubo
早島町,はやしまちょう,はやしま,Hayashima,Hayasima
浅口郡,あさくちぐん,あさくち,Asakuchi,Asakuti
里庄町,さとしょうちょう,さとしょう,Satosho,Satosyo
小田郡,おだぐん,おだ,Oda,Oda
矢掛町,やかげちょう,やかげ,Yakage,Yakage
真庭郡,まにわぐん,まにわ,Maniwa,Maniwa
新庄村,しんじょうそん,しんじょう,Shinjo,Sinzyo
苫田郡,とまたぐん,とまた,Tomata,Tomata
鏡野町,かがみのちょう,かがみの,Kagamino,Kagamino
勝田郡,かつたぐん,かつた,Katsuta,Katuta
勝央町,しょうおうちょう,しょうおう,Shoo,Syoo
奈義町,なぎちょう,なぎ,Nagi,Nagi
英田郡,あいだぐん,あいだ,Aida,Aida
西粟倉村,にしあわくらそん,にしあわくら,Nishiawakura,Nisiawakura
久米郡,くめぐん,くめ,Kume,Kume
久米南町,くめなんちょう,くめなん,Kumenan,Kumenan
美咲町,みさきちょう,みさき,Misaki,Misaki
加賀郡,かがぐん,かが,Kaga,Kaga
吉備中央町,きびちゅうおうちょう,きびちゅうおう,Kibichuo,Kibityuo
広島県,ひろしまけん,ひろしま,Hiroshima,Hirosima
広島市,ひろしまし,ひろしま,Hiroshima,Hirosima
中区,なかく,なか,Naka,Naka
東区,ひがしく,ひがし,Higashi,Higasi
南区,みなみく,みなみ,Minami,Minami
西区,にしく,にし,Nishi,Nisi
安佐南区,あさみなみく,あさみなみ,Asaminami,Asaminami
安佐北区,あさきたく,あさきた,Asakita,Asakita
安芸区,あきく,あき,Aki,Aki
佐伯区,さえきく,さえき,Saeki,Saeki
呉市,くれし,くれ,Kure,Kure
竹原市,たけはらし,たけはら,Takehara,Takehara
三原市,みはらし,みはら,Mihara,Mihara
尾道市,おのみちし,おのみち,Onomichi,Onomiti
福山市,ふくやまし,ふくやま,Fukuyama,Hukuyama
府中市,ふちゅうし,ふちゅう,Fuchu,Hutyu
三次市,みよしし,みよし,Miyoshi,Miyosi
庄原市,しょうばらし,しょうばら,Shobara,Syobara
大竹市,おおたけし,おおたけ,otake,otake
東広島市,ひがしひろしまし,ひがしひろしま,Higashihiroshima,Higasihirosima
廿日市市,はつかいちし,はつかいち,Hatsukaichi,Hatukaiti
安芸高田市,あきたかたし,あきたかた,Akitakata,Akitakata
江田島市,えたじまし,えたじま,Etajima,Etazima
安芸郡,あきぐん,あき,Aki,Aki
府中町,ふちゅうちょう,ふちゅう,Fuchu,Hutyu
海田町,かいたちょう,かいた,Kaita,Kaita
熊野町,くまのちょう,くまの,Kumano,Kumano
坂町,さかちょう,さか,Saka,Saka
山県郡,やまがたぐん,やまがた,Yamagata,Yamagata
安芸太田町,あきおおたちょう,あきおおた,Akiota,Akiota
北広島町,きたひろしまちょう,きたひろしま,Kitahiroshima,Kitahirosima
豊田郡,とよたぐん,とよた,Toyota,Toyota
大崎上島町,おおさきかみじまちょう,おおさきかみじま,osakikamijima,osakikamizima
世羅郡,せらぐん,せら,Sera,Sera
世羅町,せらちょう,せら,Sera,Sera
神石郡,じんせきぐん,じんせき,Jinseki,Zinseki
神石高原町,じんせきこうげんちょう,じんせきこうげん,Jinsekikogen,Zinsekikogen
山口県,やまぐちけん,やまぐち,Yamaguchi,Yamaguti
下関市,しものせきし,しものせき,Shimonoseki,Simonoseki
宇部市,うべし,うべ,Ube,Ube
山口市,やまぐちし,やまぐち,Yamaguchi,Yamaguti
萩市,はぎし,はぎ,Hagi,Hagi
防府市,ほうふし,ほうふ,Hofu,Hohu
下松市,くだまつし,くだまつ,Kudamatsu,Kudamatu
岩国市,いわくにし,いわくに,Iwakuni,Iwakuni
光市,ひかりし,ひかり,Hikari,Hikari
長門市,ながとし,ながと,Nagato,Nagato
柳井市,やないし,やない,Yanai,Yanai
美祢市,みねし,みね,Mine,Mine
周南市,しゅうなんし,しゅうなん,Shunan,Syunan
山陽小野田市,さんようおのだし,さんようおのだ,San'yoonoda,San'yoonoda
大島郡,おおしまぐん,おおしま,oshima,osima
周防大島町,すおうおおしまちょう,すおうおおしま,Suooshima,Suoosima
玖珂郡,くがぐん,くが,Kuga,Kuga
和木町,わきちょう,わき,Waki,Waki
熊毛郡,くまげぐん,くまげ,Kumage,Kumage
上関町,かみのせきちょう,かみのせき,Kaminoseki,Kaminoseki
田布施町,たぶせちょう,たぶせ,Tabuse,Tabuse
平生町,ひらおちょう,ひらお,Hirao,Hirao
阿武郡,あぶぐん,あぶ,Abu,Abu
阿武町,あぶちょう,あぶ,Abu,Abu
徳島県,とくしまけん,とくしま,Tokushima,Tokusima
徳島市,とくしまし,とくしま,Tokushima,Tokusima
鳴門市,なるとし,なると,Naruto,Naruto
小松島市,こまつしまし,こまつしま,Komatsushima,Komatusima
阿南市,あなんし,あなん,Anan,Anan
吉野川市,よしのがわし,よしのがわ,Yoshinogawa,Yosinogawa
阿波市,あわし,あわ,Awa,Awa
美馬市,みまし,みま,Mima,Mima
三好市,みよしし,みよし,Miyoshi,Miyosi
勝浦郡,かつうらぐん,かつうら,Katsuura,Katuura
勝浦町,かつうらちょう,かつうら,Katsuura,Katuura
上勝町,かみかつちょう,かみかつ,Kamikatsu,Kamikatu
名東郡,みょうどうぐん,みょうどう,Myodo,Myodo
佐那河内村,さなごうちそん,さなごうち,Sanagochi,Sanagoti
名西郡,みょうざいぐん,みょうざい,Myozai,Myozai
石井町,いしいちょう,いしい,Ishii,Isii
神山町,かみやまちょう,かみやま,Kamiyama,Kamiyama
那賀郡,なかぐん,なか,Naka,Naka
那賀町,なかちょう,なか,Naka,Naka
海部郡,かいふぐん,かいふ,Kaifu,Kaihu
牟岐町,むぎちょう,むぎ,Mugi,Mugi
美波町,みなみちょう,みなみ,Minami,Minami
海陽町,かいようちょう,かいよう,Kaiyo,Kaiyo
板野郡,いたのぐん,いたの,Itano,Itano
松茂町,まつしげちょう,まつしげ,Matsushige,Matusige
北島町,きたじまちょう,きたじま,Kitajima,Kitazima
藍住町,あいずみちょう,あいずみ,Aizumi,Aizumi
板野町,いたのちょう,いたの,Itano,Itano
上板町,かみいたちょう,かみいた,Kamiita,Kamiita
美馬郡,みまぐん,みま,Mima,Mima
つるぎ町,つるぎちょう,つるぎ,Tsurugi,Turugi
三好郡,みよしぐん,みよし,Miyoshi,Miyosi
東みよし町,ひがしみよしちょう,ひがしみよし,Higashimiyoshi,Higasimiyosi
香川県,かがわけん,かがわ,Kagawa,Kagawa
高松市,たかまつし,たかまつ,Takamatsu,Takamatu
丸亀市,まるがめし,まるがめ,Marugame,Marugame
坂出市,さかいでし,さかいで,Sakaide,Sakaide
善通寺市,ぜんつうじし,ぜんつうじ,Zentsuji,Zentuzi
観音寺市,かんおんじし,かんおんじ,Kan'onji,Kan'onzi
さぬき市,さぬきし,さぬき,Sanuki,Sanuki
東かがわ市,ひがしかがわし,ひがしかがわ,Higashikagawa,Higasikagawa
三豊市,みとよし,みとよ,Mitoyo,Mitoyo
小豆郡,しょうずぐん,しょうず,Shozu,Syozu
土庄町,とのしょうちょう,とのしょう,Tonosho,Tonosyo
小豆島町,しょうどしまちょう,しょうどしま,Shodoshima,Syodosima
木田郡,きたぐん,きた,Kita,Kita
三木町,みきちょう,みき,Miki,Miki
香川郡,かがわぐん,かがわ,Kagawa,Kagawa
直島町,なおしまちょう,なおしま,Naoshima,Naosima
綾歌郡,あやうたぐん,あやうた,Ayauta,Ayauta
宇多津町,うたづちょう,うたづ,Utazu,Utazu
綾川町,あやがわちょう,あやがわ,Ayagawa,Ayagawa
仲多度郡,なかたどぐん,なかたど,Nakatado,Nakatado
琴平町,ことひらちょう,ことひら,Kotohira,Kotohira
多度津町,たどつちょう,たどつ,Tadotsu,Tadotu
まんのう町,まんのうちょう,まんのう,Manno,Manno
愛媛県,えひめけん,えひめ,Ehime,Ehime
松山市,まつやまし,まつやま,Matsuyama,Matuyama
今治市,いまばりし,いまばり,Imabari,Imabari
宇和島市,うわじまし,うわじま,Uwajima,Uwazima
八幡浜市,やわたはまし,やわたはま,Yawatahama,Yawatahama
新居浜市,にいはまし,にいはま,Niihama,Niihama
西条市,さいじょうし,さいじょう,Saijo,Saizyo
大洲市,おおずし,おおず,ozu,ozu
伊予市,いよし,いよ,Iyo,Iyo
四国中央市,しこくちゅうおうし,しこくちゅうおう,Shikokuchuo,Sikokutyuo
西予市,せいよし,せいよ,Seiyo,Seiyo
東温市,とうおんし,とうおん,Toon,Toon
越智郡,おちぐん,おち,Ochi,Oti
上島町,かみじまちょう,かみじま,Kamijima,Kamizima
上浮穴郡,かみうけなぐん,かみうけな,Kamiukena,Kamiukena
久万高原町,くまこうげんちょう,くまこうげん,Kumakogen,Kumakogen
伊予郡,いよぐん,いよ,Iyo,Iyo
松前町,まさきちょう,まさき,Masaki,Masaki
砥部町,とべちょう,とべ,Tobe,Tobe
喜多郡,きたぐん,きた,Kita,Kita
内子町,うちこちょう,うちこ,Uchiko,Utiko
西宇和郡,にしうわぐん,にしうわ,Nishiuwa,Nisiuwa
伊方町,いかたちょう,いかた,Ikata,Ikata
北宇和郡,きたうわぐん,きたうわ,Kitauwa,Kitauwa
松野町,まつのちょう,まつの,Matsuno,Matuno
鬼北町,きほくちょう,きほく,Kihoku,Kihoku
南宇和郡,みなみうわぐん,みなみうわ,Minamiuwa,Minamiuwa
愛南町,あいなんちょう,あいなん,Ainan,Ainan
高知県,こうちけん,こうち,Kochi,Koti
高知市,こうちし,こうち,Kochi,Koti
室戸市,むろとし,むろと,Muroto,Muroto
安芸市,あきし,あき,Aki,Aki
南国市,なんこくし,なんこく,Nankoku,Nankoku
土佐市,とさし,とさ,Tosa,Tosa
須崎市,すさきし,すさき,Susaki,Susaki
宿毛市,すくもし,すくも,Sukumo,Sukumo
土佐清水市,とさしみずし,とさしみず,Tosashimizu,Tosasimizu
四万十市,しまんとし,しまんと,Shimanto,Simanto
香南市,こうなんし,こうなん,Konan,Konan
香美市,かみし,かみ,Kami,Kami
安芸郡,あきぐん,あき,Aki,Aki
東洋町,とうようちょう,とうよう,Toyo,Toyo
奈半利町,なはりちょう,なはり,Nahari,Nahari
田野町,たのちょう,たの,Tano,Tano
安田町,やすだちょう,やすだ,Yasuda,Yasuda
北川村,きたがわむら,きたがわ,Kitagawa,Kitagawa
馬路村,うまじむら,うまじ,Umaji,Umazi
芸西村,げいせいむら,げいせい,Geisei,Geisei
長岡郡,ながおかぐん,ながおか,Nagaoka,Nagaoka
本山町,もとやまちょう,もとやま,Motoyama,Motoyama
大豊町,おおとよちょう,おおとよ,otoyo,otoyo
土佐郡,とさぐん,とさ,Tosa,Tosa
土佐町,とさちょう,とさ,Tosa,Tosa
大川村,おおかわむら,おおかわ,okawa,okawa
吾川郡,あがわぐん,あがわ,Agawa,Agawa
いの町,いのちょう,いの,Ino,Ino
仁淀川町,によどがわちょう,によどがわ,Niyodogawa,Niyodogawa
高岡郡,たかおかぐん,たかおか,Takaoka,Takaoka
中土佐町,なかとさちょう,なかとさ,Nakatosa,Nakatosa
佐川町,さかわちょう,さかわ,Sakawa,Sakawa
越知町,おちちょう,おち,Ochi,Oti
檮原町,ゆすはらちょう,ゆすはら,Yusuhara,Yusuhara
日高村,ひだかむら,ひだか,Hidaka,Hidaka
津野町,つのちょう,つの,Tsuno,Tuno
四万十町,しまんとちょう,しまんと,Shimanto,Simanto
幡多郡,はたぐん,はた,Hata,Hata
大月町,おおつきちょう,おおつき,otsuki,otuki
三原村,みはらむら,みはら,Mihara,Mihara
黒潮町,くろしおちょう,くろしお,Kuroshio,Kurosio
福岡県,ふくおかけん,ふくおか,Fukuoka,Hukuoka
北九州市,きたきゅうしゅうし,きたきゅうしゅう,Kitakyushu,Kitakyusyu
門司区,もじく,もじ,Moji,Mozi
若松区,わかまつく,わかまつ,Wakamatsu,Wakamatu
戸畑区,とばたく,とばた,Tobata,Tobata
小倉北区,こくらきたく,こくらきた,Kokurakita,Kokurakita
小倉南区,こくらみなみく,こくらみなみ,Kokuraminami,Kokuraminami
八幡東区,やはたひがしく,やはたひがし,Yahatahigashi,Yahatahigasi
八幡西区,やはたにしく,やはたにし,Yahatanishi,Yahatanisi
福岡市,ふくおかし,ふくおか,Fukuoka,Hukuoka
東区,ひがしく,ひがし,Higashi,Higasi
博多区,はかたく,はかた,Hakata,Hakata
中央区,ちゅうおうく,ちゅうおう,Chuo,Tyuo
南区,みなみく,みなみ,Minami,Minami
西区,にしく,にし,Nishi,Nisi
城南区,じょうなんく,じょうなん,Jonan,Zyonan
早良区,さわらく,さわら,Sawara,Sawara
大牟田市,おおむたし,おおむた,omuta,omuta
久留米市,くるめし,くるめ,Kurume,Kurume
直方市,のおがたし,のおがた,Nogata,Nogata
飯塚市,いいづかし,いいづか,Iizuka,Iizuka
田川市,たがわし,たがわ,Tagawa,Tagawa
柳川市,やながわし,やながわ,Yanagawa,Yanagawa
八女市,やめし,やめ,Yame,Yame
筑後市,ちくごし,ちくご,Chikugo,Tikugo
大川市,おおかわし,おおかわ,okawa,okawa
行橋市,ゆくはしし,ゆくはし,Yukuhashi,Yukuhasi
豊前市,ぶぜんし,ぶぜん,Buzen,Buzen
中間市,なかまし,なかま,Nakama,Nakama
小郡市,おごおりし,おごおり,Ogori,Ogori
筑紫野市,ちくしのし,ちくしの,Chikushino,Tikusino
春日市,かすがし,かすが,Kasuga,Kasuga
大野城市,おおのじょうし,おおのじょう,onojo,onozyo
宗像市,むなかたし,むなかた,Munakata,Munakata
太宰府市,だざいふし,だざいふ,Dazaifu,Dazaihu
古賀市,こがし,こが,Koga,Koga
福津市,ふくつし,ふくつ,Fukutsu,Hukutu
うきは市,うきはし,うきは,Ukiha,Ukiha
宮若市,みやわかし,みやわか,Miyawaka,Miyawaka
嘉麻市,かまし,かま,Kama,Kama
朝倉市,あさくらし,あさくら,Asakura,Asakura
みやま市,みやまし,みやま,Miyama,Miyama
糸島市,いとしまし,いとしま,Itoshima,Itosima
筑紫郡,ちくしぐん,ちくし,Chikushi,Tikusi
那珂川町,なかがわまち,なかがわ,Nakagawa,Nakagawa
糟屋郡,かすやぐん,かすや,Kasuya,Kasuya
宇美町,うみまち,うみ,Umi,Umi
篠栗町,ささぐりまち,ささぐり,Sasaguri,Sasaguri
志免町,しめまち,しめ,Shime,Sime
須恵町,すえまち,すえ,Sue,Sue
新宮町,しんぐうまち,しんぐう,Shingu,Singu
久山町,ひさやままち,ひさやま,Hisayama,Hisayama
粕屋町,かすやまち,かすや,Kasuya,Kasuya
遠賀郡,おんがぐん,おんが,Onga,Onga
芦屋町,あしやまち,あしや,Ashiya,Asiya
水巻町,みずまきまち,みずまき,Mizumaki,Mizumaki
岡垣町,おかがきまち,おかがき,Okagaki,Okagaki
遠賀町,おんがちょう,おんが,Onga,Onga
鞍手郡,くらてぐん,くらて,Kurate,Kurate
小竹町,こたけまち,こたけ,Kotake,Kotake
鞍手町,くらてまち,くらて,Kurate,Kurate
嘉穂郡,かほぐん,かほ,Kaho,Kaho
桂川町,けいせんまち,けいせん,Keisen,Keisen
朝倉郡,あさくらぐん,あさくら,Asakura,Asakura
筑前町,ちくぜんまち,ちくぜん,Chikuzen,Tikuzen
東峰村,とうほうむら,とうほう,Toho,Toho
三井郡,みいぐん,みい,Mii,Mii
大刀洗町,たちあらいまち,たちあらい,Tachiarai,Tatiarai
三潴郡,みずまぐん,みずま,Mizuma,Mizuma
大木町,おおきまち,おおき,oki,oki
八女郡,やめぐん,やめ,Yame,Yame
広川町,ひろかわまち,ひろかわ,Hirokawa,Hirokawa
田川郡,たがわぐん,たがわ,Tagawa,Tagawa
香春町,かわらまち,かわら,Kawara,Kawara
添田町,そえだまち,そえだ,Soeda,Soeda
糸田町,いとだまち,いとだ,Itoda,Itoda
川崎町,かわさきまち,かわさき,Kawasaki,Kawasaki
大任町,おおとうまち,おおとう,oto,oto
赤村,あかむら,あか,Aka,Aka
福智町,ふくちまち,ふくち,Fukuchi,Hukuti
京都郡,みやこぐん,みやこ,Miyako,Miyako
苅田町,かんだまち,かんだ,Kanda,Kanda
みやこ町,みやこまち,みやこ,Miyako,Miyako
築上郡,ちくじょうぐん,ちくじょう,Chikujo,Tikuzyo
吉富町,よしとみまち,よしとみ,Yoshitomi,Yositomi
上毛町,こうげまち,こうげ,Koge,Koge
築上町,ちくじょうまち,ちくじょう,Chikujo,Tikuzyo
佐賀県,さがけん,さが,Saga,Saga
佐賀市,さがし,さが,Saga,Saga
唐津市,からつし,からつ,Karatsu,Karatu
鳥栖市,とすし,とす,Tosu,Tosu
多久市,たくし,たく,Taku,Taku
伊万里市,いまりし,いまり,Imari,Imari
武雄市,たけおし,たけお,Takeo,Takeo
鹿島市,かしまし,かしま,Kashima,Kasima
小城市,おぎし,おぎ,Ogi,Ogi
嬉野市,うれしのし,うれしの,Ureshino,Uresino
神埼市,かんざきし,かんざき,Kanzaki,Kanzaki
神埼郡,かんざきぐん,かんざき,Kanzaki,Kanzaki
吉野ヶ里町,よしのがりちょう,よしのがり,Yoshinogari,Yosinogari
三養基郡,みやきぐん,みやき,Miyaki,Miyaki
基山町,きやまちょう,きやま,Kiyama,Kiyama
上峰町,かみみねちょう,かみみね,Kamimine,Kamimine
みやき町,みやきちょう,みやき,Miyaki,Miyaki
東松浦郡,ひがしまつうらぐん,ひがしまつうら,Higashimatsuura,Higasimatuura
玄海町,げんかいちょう,げんかい,Genkai,Genkai
西松浦郡,にしまつうらぐん,にしまつうら,Nishimatsuura,Nisimatuura
有田町,ありたまち,ありた,Arita,Arita
杵島郡,きしまぐん,きしま,Kishima,Kisima
大町町,おおまちちょう,おおまち,omachi,omati
江北町,こうほくまち,こうほく,Kohoku,Kohoku
白石町,しろいしちょう,しろいし,Shiroishi,Siroisi
藤津郡,ふじつぐん,ふじつ,Fujitsu,Huzitu
太良町,たらちょう,たら,Tara,Tara
長崎県,ながさきけん,ながさき,Nagasaki,Nagasaki
長崎市,ながさきし,ながさき,Nagasaki,Nagasaki
佐世保市,させぼし,させぼ,Sasebo,Sasebo
島原市,しまばらし,しまばら,Shimabara,Simabara
諫早市,いさはやし,いさはや,Isahaya,Isahaya
大村市,おおむらし,おおむら,omura,omura
平戸市,ひらどし,ひらど,Hirado,Hirado
松浦市,まつうらし,まつうら,Matsuura,Matuura
対馬市,つしまし,つしま,Tsushima,Tusima
壱岐市,いきし,いき,Iki,Iki
五島市,ごとうし,ごとう,Goto,Goto
西海市,さいかいし,さいかい,Saikai,Saikai
雲仙市,うんぜんし,うんぜん,Unzen,Unzen
南島原市,みなみしまばらし,みなみしまばら,Minamishimabara,Minamisimabara
西彼杵郡,にしそのぎぐん,にしそのぎ,Nishisonogi,Nisisonogi
長与町,ながよちょう,ながよ,Nagayo,Nagayo
